text,Text type
"White Lies «To Lose My Life ...»
(Polydor/Universal) 

Dødsromantikk i frossenpizzaformat. 

Greit, det kan være irriterende med tilårskomne musikksynsere som synes alt var bedre før, og unge band må selvfølgelig få lov til å ha forbilder. 
Men er det i det hele tatt mulig å forvalte arven etter gamle deppehelter som Joy Division og The Cure dårligere enn hva denne trioen gjør på sin debut? 
Jeg håper i hvert fall ikke det. 

De dystre unge menn i White Lies har endog sust helt til topps på den britiske albumlisten, noe som sier litt om tilstanden i britisk rock om dagen. 
Det forteller også litt om hvor lettvint alt er blitt: 
Ta et genuint briljant uttrykk, kjør det gjennom Snow Patrol-filteret, og vips så er du «rockestjerne». 

«To Lose My Life ...» - for en dustete tittel - er et prangende monument over skamløs, talentløs etteraping, den ihjelpiskede formelen med dvelende bassganger, dryppende gitarer og messende vokal, og så strømlinjeformet dødslengsel at de like gjerne kunne lagt ved et barberblad i coveret. 
Og plutselig var det ikke greit med hvite løgner i det hele tatt lenger. 

ANBEFALT KJØP: 
«E.S.T.» 
",original 323
"White Lies « I Lose Your Life ... » ( Polydor/Universal ) Dødsromantikk i frossenpizzaformat . Ja , det kan være irriterende med tilårskomne musikksynsere som synes alt var bedre før , men unge mennesker må jo få lov til å være forbilder . Og er det i det hele tatt mulig å forvalte arven etter gamle deppehelter som Joy Division og The Division bedre enn det denne gruppen gjorde i sin debut ? Jeg håper i alle fall ikke det . De dystre unge menn i White Lies har endog kommet helt til topps på den britiske albumlisten , noe som sier litt om tilstanden i britisk rock om dagen . Det sier også litt om hvor lettvint alt er blitt : Ta et genuint briljant uttrykk , kjør det gjennom Snow Patrol-filteret , og vips så er du « rockestjerne » . « I Lose My Life ... » - for en dustete tittel - er et prangende monument over skamløs , talentløs etteraping , den ihjelpiskede formelen med dvelende bassganger , dryppende gitarer og messende vokal , en så strømlinjeformet dødslengsel at de like gjerne kunne lagt inn et barberblad på coveret . Og plutselig var det ikke greit med hvite løgner i det hele tatt lenger . ANBEFALT KJØP : « E.S.T . »",augmented 323
"Bryllupsvås
Dø bridezilla, dø! 

HANDLER OM: 
New York-venninnene Liv og Emma har drømt om sitt perfekte bryllup siden de var små. 
Du vet, det er den viktigste dagen i en kvinnes liv. 
Planen har alltid vært å gifte seg på det fasjonable Plaza Hotell, og når de forlover seg samtidig ser alt ut til å gå i riktig retning -til det viser seg at bryllupene deres ved en feiltakelse har blitt satt opp på samme dato. 
Oh my God, det er krise lizm, snart er Liv og Emma bitre fiender og villige til å gjøre alt for å ødelegge for hverandre. 

DOM: 
Tja, hva skal man si? 
Stilt overfor slike sjelløse produksjoner er det lett stille spørsmålet om hvorfor det fortsatt lages slikt skrap, men svaret gir seg som regel selv: 
Enkle penger. 
I dette tilfellet har jeg imidlertid vanskelig for å forstå hvilken målgruppe filmskaperne tror de skal greie å narre inn i kinosalene. 
Aspirerende bridezillas? 
Forøvrig er det imponerende at filmen har nådd det store lerretet, det burde være mer nærliggende for en film av slike kvaliteter å bare snike seg unna alles oppmerksomhet og gå rett på dvd. 
Eller aller helst inn i et svart hull i verdens kollektive bevissthet. 

Anne Hathaway burde visst bedre og Kate Hudson burde kanskje bare omskoleres. 
De to damene er så intenst ukarismatiske at vi bare ønsker deres utkårede tusseladder skal forlate dem ved alteret, løpe sin vei og verve seg til nærmeste politiske organisasjon som arbeider for å oppheve ekteskapet som institusjon. 
Men de har ikke blitt utstyrt med så mye personlighet, så sjansene for dét synes fra et tidlig tidspunkt små. 
Omtrent halvparten av alle ekteskap går i oppløsning, og enda flere skulle aldri vært inngått, men sjelden har man vært vitne til større sløsing med tyll, silke og krem. 
",original 324
"Bryllupsvås Dø bridezilla , dø ! HANDLER OM : New York-venninnene Liv og Emma har drømt om det perfekte liv siden de var små . Du vet , dette er den viktigste dagen i en s liv . Målet har alltid vært å gifte seg på det fasjonable Plaza Hotell , og når de forlover seg samtidig ser alt ut til å gå i riktig retning -til det viser seg at bryllupene deres ved en feiltakelse har blitt satt opp til samme dato . Oh my God , det er krise nå , snart er Liv og Emma bitre fiender og villige til å gjøre alt for å ødelegge for hverandre . DOM : Tja , hva skal man si ? Stilt overfor slike sjelløse produksjoner er det lett stille spørsmål om hvorfor det skal lages slikt skrap , og svaret gir seg som regel selv : Enkle penger . I dette tilfelle har jeg imidlertid vanskelig for å se hvilken målgruppe de tror de skal greie å narre inn i filmen . Aspirerende bridezillas ? Forøvrig er det imponerende at filmen har nådd det store markedet , det burde vært mer nærliggende for en film med slike kvaliteter å bare snike seg unna alles oppmerksomhet og gå rett på sak . Eller aller helst inn i et svart hull i vår kollektive bevissthet . Anne Hathaway burde visst bedre og Kate Bush burde kanskje bare omskoleres . Disse to damene er så pass forelsket at de bare håper at utkårede tusseladder å forlate dem ved alteret , gå sin vei og verve seg til nærmeste politiske parti som jobber for å oppheve ekteskapet som institusjon . Men de har ikke vært født med så mye personlighet , så muligheten for dét er på et tidlig stadium små . Over halvparten av alle ekteskap går i oppløsning , og enda flere skulle aldri vært inngått , men sjelden har man vært nødt til større sløsing med tyll , silke og krem .",augmented 324
"Anakonda-mat
Regi: Dwight H. Little. 
Med: 
Johnny Messner og Kadee Strickland. 
Am. eventyr. 
Sensur: 15 år. 

Borneos anakondaer er kjeeeeempestore og trenger myyyye mat. 

Ideen om å la vitenskapen og kapitalen slå seg sammen og dra ut i jungelen hvor livet er en virkelig kamp på liv og død, er god nok. 
Ekspedisjonen reiser til Borneos jungel hvor det vokser en orkidé med et enzym som gir evig ungdom - og evig rikdom til dem som kan lansere ungdomspillen. 

Ute i jungelen må orkidéjegerne ikke bare kjempe mot værguder og jungelvegetasjon. 
Det de ikke vet, er at orkideen inngår i kostholdet til de lokale anakondaene (kveleslange som kan bli 10 meter. 
Lever i Sør-Amerika!). 

«AnaCondas» er en tradisjonell eventyrfilm hvor skrekkoverraskelser er langt viktigere enn historien og skuespillerinnsatsen. 
Ca. hvert tredje minutt varsler lydbildet at noe farlig er på vei. 
Det skjer med forutsigbar presisjon og gjør etter hvert det nifse mye mindre nifst. 
Forutsigbart er det også hvem som blir anakondamat og hvem som skal overleve og finne kjærligheten. 
I det hele tatt, de fleste av oss har sett det før. 
",original 325
"Anakonda-mat Regi : Dwight H. Little . Med : Johnny Messner og Kadee Strickland . Am . eventyr . Sensur : 15 år . Borneos anakondaer er kjeeeeempestore og trenger mye mat . Ideen om å la folket og naturen slå seg sammen og dra ut i verden der det blir en evig kamp på liv og død , er god nok . Vi reiser til en jungel hvor det vokser en plante med et enzym som gir evig ungdom - og evig rikdom til den som kan spille det . Ute i naturen må orkidéjegerne ikke bare kjempe mot værguder og jungelvegetasjon . Det mange ikke vet , er at orkideen inngår i familien til de lokale anakondaene ( kveleslange som kan bli 10 meter . Lever i Sør-Amerika ! ) . « AnaCondas » er en tradisjonell thriller hvor skrekkoverraskelser er langt viktigere enn historien og skuespillerinnsatsen . Ca. hver tredje sekund varsler lydbildet at noget farlig er på vei . Dette skjer med forutsigbar presisjon og gjør etter hvert det nifse mye mindre nifst . Forutsigbart er det også hvem som blir anakondamat og hvem som skal overleve og finne kjærligheten . I det hele tatt , de fleste av oss har sett det før .",augmented 325
"Westlife «... Allow us to be frank»
(BMG) 

Den irske kvartetten har gjort en samling amerikanske standardlåter til sin nyeste plate. 

Dette er den dårligste plata jeg har hørt med Westlife! 
Deres musikalske hyllest til «The Rat Pack» med blant andre Frank Sinatra, Sammy Davis jr. og Dean Martin, som hadde sin storhetstid på 1950-tallet, er en usannsynlig kjedelig glatt og platt plate. 

De fire gutta klarer hverken å lage gode versjoner av de mange glimrende sangene, eller å tilføre dem noe som helst nytt. 
Sangmessig låter det heller ikke bra, og jeg synes savnet av Brian McFadden, som tross alt hadde bandets beste stemme så lenge han var med, er påtakelig. 
Skal Westlife fortsatt regnes med blant de aldrende boybandene, bør de snart få et nytt medlem med en BRA stemme. 

«Let us be frank» vil kanskje være OK for kvartettens hardcore-fans. 

For andre som liker amerikanske slagere som «Fly me to moon», «Mack the Knife», «When I fall in love» og «Smile» finnes det mange andre artisters versjoner som er å foretrekke. 
",original 326
"Westlife « ... Allow me to be frank » ( BMG ) Den britiske gruppen har gjort en rekke amerikanske standardlåter på sin nyeste plate . Dette er den dårligste plata jeg har hørt med Westlife ! Denne musikalske hyllest til « The Rat Pack » med blant andre Frank Sinatra , Sammy Davis on og Dean Martin , som hadde sin storhetstid på 1950-tallet , er en usannsynlig kjedelig glatt og platt plate . De fire gutta klarer ikke å lage gode versjoner av de mange glimrende sangene , eller å tilføre dem noe som helst nytt . Sangmessig låter det heller ikke bra , og jeg synes tapet etter Brian McFadden , som tross alt var verdens beste stemme så lenge han var med , er påtakelig . Siden de fortsatt være med blant de aldrende boybandene , må de snart få et nytt medlem med en BRA stemme . « Let s be frank » kan kanskje være OK for kvartettens hardcore-fans . For de som liker amerikanske låter som « Fly me the moon » , « Mack the Knife » , « When you fall in love » og « Smile » finnes det også andre artisters versjoner som er å foretrekke .",augmented 326
"Will Downing:«Christmas, Love And You» 

(Universal) 

Dette er en blanding med tre av Downings egne julerelaterte sanger og hans versjoner av klassikere som «White Christmas», «Little Drummer Boy» og «Have Yourself A Merry Little Christmas». 
Downing tilfører sangene minimalt nytt, og sangene presenteres i r&b- og soulstil. 

Her er det rett og slett lite å glede seg over for andre enn dem som er hans hardcore fans. 
",original 327
"Will Downing : « Christmas , Love And You » ( Universal ) Dette er en blanding av tre Will hans egne julerelaterte låter og hans versjoner av klassikere som « White Christmas » , « Little Drummer Christmas » og « Have Yourself A Merry Little Christmas » . Downing tilfører sangene noe nytt , og de er i r & b og soulstil . Her er det rett og slett ingenting å glede seg over for andre enn de som er hans hardcore fans .",augmented 327
"Birgitte Morken:«Julestemning» 

Billig og ufrivillig komisk. 

Jeg aner ikke noe om Birgitte Morken, bortsett fra at hun sannsynligvis finansierer albumet «Julestemning» selv. 
Derimot vet jeg at mange har behov for å synge og utgi kjente julesanger. 

Birgitte Morken er en av dem, men hun burde kanskje latt være eller i beste fall begrenset distribusjonen av dette lavbudsjettalbumet til familie, venner og naboer. 
Det beste jeg kan si om albumet, er at det låter komisk, men det var neppe tilsiktet. 

ESPEN A. HANSEN 
",original 328
"Birgitte Morken : « Julestemning » Billig og ufrivillig komisk . Jeg vet ikke noe om Birgitte Morken , bortsett fra at hun sannsynligvis finansierer albumet « Julestemning » selv . Derimot vet vi at mange har behov for å synge og utgi kjente låter . Birgitte Morken er en av dem , men hun burde ha latt være eller i beste fall begrenset distribusjonen av dette lavbudsjettalbumet til familie , venner og naboer . Det beste jeg kan si om det , er at det er komisk , men det er ikke tilsiktet . ESPEN A. HANSEN",augmented 328
"Kynisk vanvidd
Regi: 
James Wan. 
Med Leigh Wanell, Cary Elwes, Danny Glover, Monica Potter, Michael Emerson. 
Grøss/splatter/thriller - 18 år, absolutt grense. 

Dette: 
God horror skal angå seeren. 
På en eller annen måte. 
Grøsset, frykten, skrømtet skal komme innenfra. 

«Saw» er og blir en utvendig øvelse. 
Aldeles unødvendig bruker den også horrorgenrens aller mest velbrukte klisjeer. 
Man føler seg derfor lurt av all jævelskapen. 
Føler man seg lurt, blir man ikke engasjert. 

Dessuten: 
Alt annet enn en ener på terningen ville vel skremme bort horror-horden. 
Så, vær så god! 
",original 329
"Kynisk vanvidd Regi : James Wan . Med Leigh Wanell , Cary Grant , Danny Glover , Monica Potter , Michael Emerson . Grøss/splatter/thriller - 18 år , absolutt grense . Dette : God horror skal angå seeren . På en eller annen måte . Grøsset , frykten , skrømtet skal komme innenfra . « Saw » er og blir en utvendig øvelse . Aldeles unødvendig bruker den også de aller mest velbrukte klisjeer . Man føler seg derfor lurt av denne jævelskapen . Føler man seg lurt , blir man ikke engasjert . Dessuten : Alt annet enn en ener på terningen ville vel skremme bort horror-horden . Så , vær så snill !",augmented 329
"I tynneste laget - selv for barn
Regi: 
Adam Shankman. 
Med Vin Diesel, Brittany Snow, Max Thieriot, Morgan York. 
Amerikansk/kanadisk. 
Actionkomedie - 11 år, egnet ungdom. 

Omfattende feilslått «barnefilm». 

Vin Diesel er langt fra den første actionskuespiller som - bare for moro skyld - skal spille «barnevakt». 

Tanken på at normalt killer-potente muskelmenn plutselig får drittbleier som fremste utfordring, synes uhorvelig morsom. 

Vel, her går det helt galt. 
Historien er for naiv, selv for smårollinger. 
Actionen er for alvorlig, selv for 11-åringer. 

Spillet er pinlig oppstyltet. 
Sentimentaliteten grovkalibret. 
Skurkene (serbere og nordkoreanere!) über-korrekte. 

Eneste beholdning: 
Vin Diesel, marinejeger i særklasse med oppdrag som barnevakt, kan se snill ut. 

Det blir, ærlig talt, i tynneste laget. 
",original 330
